"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"00248",3463543,5364653,2649569,2117689,6248136,3839119,5051142,6077086,"0"
"00249",42762350,10795070,11209967,8138773,11478434,15777591,20520889,23466142,"1"
"00250",12573035,19441913,19427567,13336878,10584400,18245662,24513991,7956507,"0"
"00251",9607414,6546387,5695286,4427496,9963779,4135151,8279878,5858730,"1"
"00252",1013972,1134887,1325863,1569189,1881787,1884283,318225,2384357,"0"
"00253",19610297,9764922,7863089,7106874,5776306,4710509,14100142,9572277,"1"
"00254",11121366,9944295,17835665,17532058,35188019,19100124,10284925,9436028,"0"
"00255",29359002,23114384,8837261,17742263,12616397,14791519,10401371,8614671,"1"
"00256",13592009,33766947,57756199,20759683,11278503,17319322,20447244,53193407,"0"
"00257",2521651,1743776,1832304,2249125,1899134,1991131,1721066,2120380,"1"
"00258",20757199,41457338,19131945,21724032,42576269,62965681,71411147,106636839,"0"
"00259",3904020,10698769,2986586,5797192,3174269,5130908,1607351,2501163,"0"
"00260",2052693,2167795,2163050,1703881,954699,830078,1470894,1603885,"1"
"00261",8293403,5605730,1714931,4092510,2611484,3801671,3123683,1647909,"1"
"00262",5183488,6157620,4210077,3300062,5347410,6334691,5104912,1885156,"0"
"00263",1125158,661324,1120999,564608,729139,917952,1075230,800023,"1"
"00264",1070964,1141977,1544301,2530430,1828706,1041904,1547428,994029,"1"
"00265",34911700,35774666,21725783,20105020,15499427,28379599,17419184,28394004,"1"
"00266",3317315,5963969,10200062,3464766,4367248,6180740,6106669,3749377,"0"
"00267",4215356,7354876,4918915,10923024,7431160,4537537,3347548,6349450,"0"
"00268",8753952,8075345,3790182,8041594,9415814,3705629,3225688,9003107,"1"
"00269",12271624,11157854,10277855,7635589,12428403,7185609,8807789,5546366,"1"
"00270",989995,1088391,1176984,841808,1355592,1356847,1314747,940895,"0"
"00271",4748618,13888908,7114935,6843707,5086144,3996985,5834506,30221275,"1"
"00272",4690095,3415883,3344303,2788452,4029006,2719098,6200565,4476385,"1"
"00273",6562345,13692102,7274356,8384196,10052290,8632528,9524885,8506960,"0"
"00274",482088,616540,503733,622868,925255,1186457,951688,746241,"0"
"00275",7450672,6644793,9652811,7069976,5155735,6936431,8652553,5313990,"1"
"00276",868609,1365844,1320712,1231040,3104650,1755684,880219,833357,"0"
"00277",1557559,2894554,2366393,2227136,1857835,4321772,1942194,2129188,"0"
"00278",1103761,511744,893896,670116,724127,684583,442551,451114,"1"
"00279",3101695,8372976,13111983,2833850,12122947,5003470,2442917,8381048,"0"
"00280",8198726,8123346,10236366,14710175,4559979,9170293,5652897,7298597,"0"
"00281",13016621,6680833,8012781,9872972,8732070,11913228,29124522,5573280,"1"
"00282",5696752,5837299,4925992,7651802,5340438,5660526,5711726,9426071,"1"
"00283",27887692,22263386,9533049,16739358,20118360,11053120,22983833,11469364,"1"
"00284",449749,90786,206635,328582,482251,422741,479370,447208,"1"
"00285",497463,515856,779842,635504,1037183,701147,1095070,648318,"0"
"00286",5108829,3215398,2266699,5828260,3503876,5659759,3578403,2307215,"0"
"00287",937513,1832026,919612,587914,923496,982844,2013673,1051085,"0"
"00288",4258403,4429416,5311423,4037868,4869969,4781768,4733491,3931562,"0"
"00289",1417026,2882388,3148148,1797253,2927067,1795355,2373613,1624090,"0"
"00290",740002,824575,2318749,1959700,2012061,1530490,1833677,1188931,"0"
"00291",1100323,1513623,1600514,1431138,887432,1663351,2086689,2227172,"0"
"00292",7319637,7663523,13120073,11917248,11654875,11246165,7341738,13908907,"0"
"00293",1618410,1759233,3938432,1850522,4139228,2255958,3762154,5336993,"0"
"00294",4639273,3242193,6691513,12331253,6940807,6332759,13656794,8169613,"0"
"00295",569678,3132947,4330504,2987756,12264844,5863730,3455482,1920558,"0"
"00296",19505405,11157880,7091954,4850239,9023973,17636692,2985292,7043537,"1"
"00297",3159257,8480629,10826480,7369514,4390569,6611856,7579528,14922057,"0"
"00298",3030687,11944967,12908137,24506912,26821567,28442241,10784104,26853060,"0"
"00299",6550853,2623724,3761767,1087499,2941111,1479835,1535984,1390345,"1"
"00300",3428299,2891905,2449943,3006910,3686824,2966613,3234533,2435452,"1"
"00301",6866880,3739419,2360824,5401122,7694611,4591839,2708501,6710907,"1"
"00302",4690407,5131766,4499528,7602263,2341210,5069296,3726773,4797990,"0"
"00303",7948814,1964956,1804891,2128925,9489481,1976478,2401153,1861559,"1"
"00304",2210850,2989763,10366040,18730292,5832695,60557832,17658897,23866305,"0"
"00305",13369057,11336495,25385565,9369822,20655435,18241271,17654972,11211665,"0"
"00306",4969250,4092020,9838162,4554382,11185839,5441878,12842886,8967072,"0"
"00307",7913301,9899216,8363089,9807357,8587086,6267309,5119790,989308,"1"
"00308",2575978,5507777,3706082,5541551,2561506,1519341,1834581,1551098,"1"
"00309",9573816,17403735,15968763,7714799,7848136,8440225,11281428,7979501,"1"
"00310",4731689,3411878,1959630,1171136,2894742,2036206,4055758,1150174,"1"
"00311",4999899,7743635,3629372,5401032,6361383,5372236,3792612,3440946,"0"
"00312",762188,1766931,3418662,2866712,2811731,2163870,1227942,354658,"0"
"00313",19207852,9380918,7414110,7261946,9496117,6597396,6371787,8067340,"1"
"00314",36435675,7999691,4854503,12030102,3380121,8853238,4333424,53201520,"1"
"00315",9792596,19399098,16272044,45249309,12049557,32165110,32420844,62305270,"0"
"00316",16190117,2683029,4326269,10979302,3939987,3244410,15696148,76075188,"1"
"00317",3061791,6232979,5688498,2944682,2062002,2025318,8279123,4494307,"1"
"00318",3894412,3159068,5584206,4280516,1412576,3218182,3521050,1926859,"1"
"00319",11314509,8219276,7034937,4410566,7822777,5483302,7328270,5467253,"1"
"00320",3772477,1932145,2491259,1828732,3065464,4251872,2597653,1891388,"0"
"00321",20624768,9707816,12456105,8060025,10310843,4985106,7931896,5820057,"1"
"00322",3445706,2884094,4079037,2226991,4074547,2505687,6335340,2180400,"1"
"00323",8350366,14505677,9261476,9387938,6140801,12186033,5133882,13716480,"0"
"00324",9466443,7967170,17720099,8934060,13612614,6149466,19701011,6541756,"1"
"00325",8291588,9273876,7646365,3319681,2057479,3802468,3846571,2803395,"1"
"00326",5849136,6402334,2695043,3237451,13022108,4243454,4199763,5459416,"1"
"00327",12156063,9002656,6355594,9023165,23080295,6677078,8483957,5741785,"1"
"00328",3810783,4043488,8925934,7783583,10105537,4177499,4724997,7490482,"0"
"00329",10057884,12377231,12258041,4224751,4811805,4608900,6308538,9530304,"1"
"00330",131379,168334,157273,64463,2062520,2081442,2434734,1284363,"0"
"00331",1699934,1416659,1239155,1049359,1467998,1329886,1476124,1426764,"1"
"00332",7327471,4751060,5299811,5610641,7390587,6290961,5541299,4252009,"1"
"00333",2664261,4062938,4894461,3717974,3913801,6209167,4384336,4274741,"0"
"00334",1751203,4678676,3247357,2550572,3558881,5587551,6060782,8558082,"0"
"00335",6449728,12190482,20525186,10145981,19778670,15287834,6402934,20112828,"0"
"00336",3232946,1731469,1493569,1029346,1449643,2124593,2074677,1458214,"1"
"00337",9464645,17013729,22499131,33620751,27062514,16591321,12448263,25299303,"0"
"00338",2230426,2116369,2139356,954378,2687767,2346080,1800895,2029686,"0"
"00339",3434617,3816429,4638332,2255126,3560045,3777769,4411317,2862403,"0"
"00340",5135970,4480920,6577016,4120301,7236993,3591047,2938359,3002995,"1"
"00341",4238920,6833328,11085371,22625847,21507701,18813746,18545006,15001185,"0"
"00342",1542065,1215478,1446125,1226435,1633012,1265761,1446246,995446,"1"
"00343",7971862,4977681,5581775,3219119,4329748,11124470,4678260,6997624,"0"
"00344",7890950,4005047,3006209,5203621,1550292,2643332,2925896,2975111,"1"
"00345",6838212,12341933,16173420,18721043,6375508,4911925,3285813,7325274,"1"
"00346",836130,1141121,1207012,1316900,672282,1258553,1948363,2908178,"0"
"00347",2757995,2719535,2784081,1617406,2207892,2329987,1998095,1675291,"1"
"00348",1590518,1657022,2417240,1630198,1486632,2026226,1383162,843402,"0"
"00349",14484472,7922729,18820396,4773751,11187873,4123987,12349186,3254018,"1"
"00350",1300456,1537357,1388318,1395992,877144,1947021,4733404,2832446,"0"
"00351",8510854,10287492,5062839,5010502,8873054,4408749,1820184,118910,"1"
"00352",15530126,26347220,13707702,14343935,28996164,28738553,25142017,31254094,"0"
"00353",799047,1602326,1957027,824101,2195390,1805443,1506711,1349170,"0"
"00354",1097059,1566820,1577806,959637,1094203,1991771,1659545,1246686,"0"
"00355",1207060,5945280,13056564,34416732,14680634,1179942,1858049,2485468,"1"
"00356",3908763,2559934,5919529,14969060,6494910,6057081,6723021,4232690,"0"
"00357",1105485,1788792,1366421,1209805,1674486,1751052,1225754,1060995,"0"
"00358",2978399,7176210,3542770,10715396,8413168,8912599,9466799,15632325,"0"
"00359",4719649,3458552,4081454,4915525,6096239,3530168,3470792,2492337,"1"
"00360",4075827,2524743,3761459,2952216,1592475,4615407,7379630,2825845,"0"
"00361",16230199,9818588,7265913,8547465,6358561,7351262,18430214,25367765,"1"
"00362",2050459,1643185,1324375,1072844,2605537,3102627,4264718,1569720,"0"
"00363",55682100,34101052,42368937,2825021,25915777,19567477,9613494,2894650,"1"
"00364",177784,3525264,3678708,1290062,2498346,2052685,1916088,1606434,"0"
"00365",35986835,24224544,15233965,9440584,4111633,6012325,3646373,4749102,"1"
"00366",693892,1084715,949736,1033579,1043235,912814,1367512,1037705,"0"
"00367",19010756,11872565,6297919,23881737,10191913,12902165,11775369,12139079,"1"
"00368",3865628,9682728,9369259,3765217,6232561,4749534,13966037,9067576,"0"
"00369",9413122,8106729,3846603,6078078,8305026,11031504,5096290,5921350,"0"
"00370",1929059,1334217,1214058,1298333,1059731,1852519,1802703,1505941,"1"
"00371",2396887,1506779,2131719,1638785,1983745,2673834,2693090,1476814,"0"
"00372",1227902,1974988,1433650,1554794,1301530,1400197,1822381,687835,"0"
"00373",1181453,5076898,1861281,10137943,16304317,22962028,15180250,19926941,"0"
"00374",7026350,9994706,4832304,6515468,7034701,6577064,6317809,3810525,"1"
"00375",29426428,24448247,11581143,14033873,27556250,24291007,11475275,23541197,"1"
"00376",481604,511507,832046,429691,697420,662495,791422,508532,"0"
"00377",9491559,13317458,8958477,14104101,9066770,9233921,9829449,8598206,"1"
"00378",7430914,10218419,6306436,6997726,5970796,8793189,8058543,17708730,"0"
"00379",2096039,2333891,2145164,1918585,5421885,3722176,3730345,4977158,"0"
"00380",465693,1569302,1052342,850659,682502,803056,694835,724197,"0"
"00381",1309147,3229460,5473423,3915382,5142861,3896722,2922156,1421747,"0"
"00382",11824518,10714031,5722102,9803519,2999747,24395113,2923015,5878319,"0"
"00383",5137278,6973549,6136707,10377599,7388188,9350588,6170534,8105431,"0"
"00384",834671,852255,601595,919130,1210248,1879551,1915449,751160,"0"
"00385",880061,1927450,2345766,845756,937478,967118,1119269,1308496,"0"
"00386",7347367,3563507,8493492,3794292,1471807,3510172,4145745,8870164,"1"
"00387",8678171,13698807,20373481,15032852,13488997,11278618,18796195,13772468,"0"
"00388",23441706,35342119,10106987,36829423,24001566,18389318,10260854,27966058,"1"
"00389",2570225,2427784,2239892,1108962,2670277,2265387,2502486,2217182,"1"
"00390",1220677,1480168,1666227,1615121,1425975,1520020,1507132,1432826,"0"
"00391",15729098,35724917,23597205,1587319,941010,6285958,16488202,27666946,"1"
"00392",866105,461213,426310,1202767,396390,1391212,2177832,3256367,"0"
"00393",9561765,14537524,1481715,15164494,14404548,26490195,4781133,7111220,"0"
"00394",2328689,2374263,1413925,1228426,2548329,2449499,1810882,1643896,"0"
"00395",1666831,1390142,1308531,1388922,3780907,1771090,3309472,1310523,"0"
"00396",1362665,2260538,1345306,2217889,1482782,1946649,1071468,2782762,"0"
"00397",2245963,2153974,2760810,2992012,2082921,1945089,3635195,2739545,"1"
"00398",10342564,9433471,8294233,11463686,2967965,24943532,27868577,4087996,"0"
"00399",21051625,21218358,13731642,17867815,18709477,24377657,18958205,15389786,"0"
"00400",24629777,14482164,8757046,26799107,14747295,15506696,15777115,18636432,"1"
"00401",32045052,17460350,6079911,16961216,36051258,8559705,6117126,11358381,"1"
"00402",5200299,2941266,2883854,3058230,6701813,3370719,2477732,6354635,"1"
"00403",1041913,761142,810462,881837,1376720,1140853,1246593,979609,"0"
"00404",5908345,6689163,5102882,3947843,5405495,5846652,9326998,12521820,"1"
"00405",4580759,4560345,4234215,2017277,2203484,2198687,1683055,1567007,"1"
"00406",968269,948855,1016091,988341,1189698,1175267,1665661,1435746,"0"
"00407",15234500,20078392,15812404,27688931,8003496,14755683,9497672,24351166,"1"
"00408",50164561,104747018,100051245,122708855,53354591,142906122,118860461,13164240,"0"
"00409",16289023,10232737,6924938,11183046,9975996,10649226,3808501,9075452,"1"
"00410",530381,491579,1032236,850699,1130568,956289,1484688,707589,"0"
"00411",13197650,7415283,5405373,9100406,5777455,5873807,6996887,3802262,"1"
"00412",10158473,7555832,5526294,6923810,4454173,6144239,3014006,4536532,"1"
"00413",5957644,3929134,20729595,4652954,9260101,6065243,22942850,12177404,"0"
"00414",10570177,7186514,5058388,16487736,7510446,13100901,5858006,11373091,"0"
"00415",731640,1044514,1524150,673709,1800484,1539931,1673544,410906,"0"
"00416",42310058,21302096,18063689,17520238,10190075,6458829,16890634,15431948,"1"
"00417",7478326,4511333,2625383,6209885,5075116,4066678,2663638,7201954,"1"
"00418",1786147,1909976,3010974,2900070,2423249,1671528,3169000,1152500,"1"
"00419",3419020,11065660,7421976,6789385,6424019,2909952,2540520,10390908,"1"
"00420",1398711,4205431,4459382,3260016,3495991,5837495,2099616,3007993,"0"
"00421",10612012,12437261,10843379,7812160,10881427,11091007,12418770,8283173,"0"
"00422",1312724,3271400,2041503,1615248,1044296,3383697,1379371,760747,"0"
"00423",8813221,5518017,7015825,6504838,2331076,3474400,6170310,5710885,"1"
"00424",383500,439791,414363,229753,283650,550650,583414,393981,"0"
"00425",1736233,3357390,1542451,1469478,1377689,2768198,2860667,2059872,"0"
"00426",1222194,8245989,7559730,4484523,7795993,6090962,8732177,7778101,"0"
"00427",2409981,731854,3634143,2206389,5657577,2300789,2707844,2958735,"1"
"00428",37415784,10921342,11046298,12214482,7116387,20645639,9364694,54095155,"1"
"00429",7852904,12287970,6767490,1460477,5928424,5948227,2012462,8851215,"1"
"00430",12219462,8719220,6591664,16250955,4820169,5762935,13961741,27563899,"1"
"00431",1739268,1301014,2176946,2017920,1762214,2454342,3348435,3381314,"0"
"00432",5164890,17362847,3384289,5329260,5628475,4213588,2720552,3316506,"1"
"00433",9675099,8826146,7281622,9540770,3677784,36035995,5597582,3998009,"0"
"00434",6891951,4610897,9304620,4329705,4788249,5796094,8312146,8234683,"1"
"00435",6563822,4762475,2494585,747601,1692205,3750906,2291468,2375762,"1"
"00436",6038348,12439569,7520282,13592990,8787960,8077315,5695273,14836663,"0"
"00437",93559,18150,613566,389541,531652,1492817,990697,905894,"0"
"00438",9831635,16313356,20628968,8578097,6914864,6362501,5961214,5191759,"1"
"00439",522995,1291563,1167689,489080,1519316,1426589,1930875,1023408,"0"
"00440",11927516,10350710,8335686,11249703,9027829,3985589,3967357,9670471,"1"
"00441",2300878,8127589,4354653,2555439,2807446,3200713,24294147,1564908,"0"
"00442",3803091,3551072,3773767,3360798,4269327,5081628,5069574,4020414,"0"
"00443",3831056,13539772,11621009,20390244,17883476,9930490,18706699,6705258,"0"
"00444",6530255,5787224,45202450,6690993,7113468,16108234,25236125,35305535,"0"
"00445",871166,1278665,897503,957311,956793,921931,1468517,1084911,"0"
"00446",2673676,1590758,1935404,1758718,2261572,2681823,3725891,2018363,"0"
"00447",2489805,2169564,2802568,1281684,2598897,4290998,14309568,2117532,"0"
"00448",4681979,19251271,14265516,9536912,10819524,2290528,7118110,7210755,"1"
"00783",7667765,6416437,8014190,18214800,7386711,5918317,9335519,11997043,"1"
"00784",10317389,13134756,6111555,3150680,3369165,10622377,8160905,19721220,"0"
"00785",4351123,6021150,5398683,4821167,7581607,6480568,6038443,5250579,"0"
"00786",8486124,2007125,4642990,5368881,10171692,2679848,13597809,16183101,"1"
"00787",2505044,3046532,2859414,2300143,2006044,4278202,3636054,3296003,"0"
"00788",2597362,4549697,3124432,3785481,4998405,2122894,2669251,8145541,"1"
"00789",3351452,4966782,11709737,6417676,10158295,8712982,2399709,4357703,"0"
"00790",1066245,1357876,1438121,1171355,1399214,984350,835131,1152766,"1"
"00791",6253210,7271823,1868154,3169700,5999978,4106735,1826341,4176023,"1"
"00792",8932866,4508103,11956928,16642226,16008603,16250330,14476305,12057266,"0"
"00793",1878178,1931194,1661342,1681048,1407991,1145286,793092,705207,"1"
"00794",11121193,11950028,4107903,6055962,11163374,8637156,19112064,3407470,"1"
"00795",18053651,5390090,6812447,3991812,13060011,5353910,11623219,17629350,"1"
"00796",6957172,3870705,4375249,4609965,6614810,7674814,7471358,2555090,"0"
"00797",11433896,9496192,8594636,6545497,24348538,10671281,8804321,10157056,"1"
"00798",493774,507556,669236,487245,485952,370381,459757,360770,"1"
"00799",1215549,4544694,3019979,1542377,2647272,1630484,5739730,3206500,"0"
"00800",4006775,9373517,6794081,6867939,8226077,6125429,7093495,6597368,"0"
"00801",7492107,10227719,8729768,6419870,4699947,6735897,8455792,3634969,"1"
"00802",2128871,2828994,2455272,2235063,5605402,2288286,2683723,1519569,"0"
"00803",1670339,1263335,1874077,4306790,1175416,3779533,1022479,2194990,"0"
